"simulation","constant","Income","Employment","Education","Health","Crime","Barriers","Living environment","mean_absolute_rank_change"
60,28.1895392620936,0.210751799041044,0.19277202809042,0.1614569104817,0.113602985465177,0.0996919977530912,0.106419723667509,0.115304555501059,326.084194934076
61,15.9209430124611,0.230090380573385,0.253641985568815,0.104251499205452,0.125861139287771,0.102859237898075,0.0969431771433284,0.0863525803231742,174.691749370455
62,31.4794140541926,0.248692431835352,0.21453488529032,0.112742882050097,0.15276790016666,0.0797957031711563,0.0776232579137273,0.113842939572687,323.996741223525
63,16.6060942504555,0.2170813958312,0.237397142760998,0.136166963730489,0.157947778792116,0.0768214028204254,0.0975727783602502,0.0770125377045219,235.119774848172
64,18.8491514883935,0.265454684371047,0.199262701561441,0.132068482738066,0.133976501473057,0.111533122979185,0.075254590203918,0.0824499166732863,254.683039549673
65,29.3562037870288,0.261139699704521,0.181936143985065,0.158580151007612,0.11788636661528,0.104012158617034,0.0735198970077992,0.102925583062689,314.044911864906
66,22.142919935286,0.213051270794542,0.223196294035728,0.154934942395245,0.157090047283661,0.0817451001391214,0.0902878270459184,0.0796945183057852,241.911716782696
67,34.7672245465219,0.235509813633573,0.232174140113947,0.114760029070749,0.120064575070102,0.103535909646118,0.0873069841760482,0.106648548289462,271.691838246184
68,24.2313517676666,0.209598081316278,0.220747601963256,0.124490590212348,0.161188715447923,0.105222608062735,0.0768383036393621,0.101914099358098,301.604088283213
69,20.3949741367251,0.255550034757702,0.232369781242151,0.121537406148022,0.132306551363094,0.0643924411644411,0.0898563979518329,0.103987387372757,209.241356836026
70,31.0068843374029,0.217602089305028,0.232728707896387,0.150095196352143,0.117542324742801,0.0832133123630115,0.0813426623007699,0.117475707039859,247.73834987409
71,29.2465310171247,0.208392804166065,0.255686080874181,0.144683921811922,0.119760754254238,0.0775933566854416,0.0904780360541654,0.103405046153987,157.594371204267
72,22.2328161727637,0.258351803572586,0.253062877023586,0.11351500668582,0.102527751231786,0.0946011204790918,0.0687078003520735,0.109233640655056,343.057087838848
73,33.0675684381276,0.252774233673637,0.198451139424003,0.12631003689476,0.120060221635775,0.0973472500386521,0.0985889623682792,0.106468155964893,221.213272107836
74,28.9456372195855,0.190627414116221,0.199017776334443,0.126106856220872,0.172688620320994,0.110322316328399,0.109967154087583,0.0912698625914883,240.541490149611
75,26.9599022250623,0.185748666809506,0.250012161125082,0.140852331977569,0.141011279164061,0.096816624050659,0.0779296330561397,0.107629303816983,270.006932306323
76,21.2898934446275,0.257662014170879,0.212359552419455,0.116679592164554,0.150682242928781,0.0930949243296003,0.0809815012620611,0.0885401727246694,190.093319508206
77,22.8945607040077,0.191099046633756,0.232926608857703,0.11336810451856,0.164984388439378,0.0904048356756389,0.116495136917038,0.0907218789579264,297.737994371195
78,29.2958773672581,0.187722638991384,0.225209349422149,0.146735688889825,0.135166599081487,0.100425373909533,0.0967320989198801,0.108008250785741,168.974907421119
79,28.0129931727424,0.27698415452463,0.182997035131312,0.123310367680199,0.117514891225458,0.103908717353755,0.090932182972079,0.104352651112567,252.288312842549
80,21.9726296095178,0.258354086400502,0.206298466433526,0.129447599851124,0.118196848591759,0.104774451733472,0.0732485112039877,0.10968003578563,295.533106206489
81,21.9724658317864,0.257607364990686,0.245249882040748,0.130223262801238,0.122739717307606,0.0785100466802821,0.0840613222901517,0.0816084038892883,226.251340542138
82,15.5621818173677,0.248236125411956,0.212019870910848,0.132243380352614,0.104537421293306,0.106125047821572,0.0894295841262942,0.107408570083409,303.48878684639
83,24.1481313994154,0.190951009842416,0.252689433239342,0.11489678237676,0.158732461500019,0.0769923040829348,0.0927795088676308,0.112958500090898,285.576951562741
84,32.8573550283909,0.245809531613363,0.221641962453297,0.117919621799111,0.140378323090127,0.0988566420783687,0.0879621633164068,0.0874317556493261,262.899363057316
85,24.6465200558305,0.191184026519734,0.262748743776957,0.129439553967756,0.14318830005277,0.100274542536628,0.08047367073933,0.0926911624068247,245.256465708787
86,17.067180541344,0.210060823744218,0.21213852555201,0.111024709884634,0.169874249532384,0.0860426459386079,0.0918451115252888,0.119013933822858,412.463101762707
87,26.4902743138373,0.267216079548937,0.19039619010516,0.13319805557698,0.160775528373675,0.0989212273477874,0.0681396704143295,0.0813532486331312,410.750111094636
88,26.0261835111305,0.219427476402752,0.185749322646514,0.157578533230556,0.144483209717107,0.0738876557889035,0.112104881808347,0.10676892040582,311.215345874701
89,33.3925407193601,0.197486862838519,0.222674262369521,0.136989875306764,0.172516403298864,0.0820301959633864,0.0877396342799074,0.100562765943038,285.173929788184
90,24.9701097095385,0.191977417444451,0.249364039573489,0.122098598333163,0.167594007014066,0.0730019440774965,0.108962240868982,0.0870017526883513,264.544808176559
91,33.3788032922894,0.260983123361831,0.231893963618629,0.121040732859387,0.109695776092855,0.0933119200495691,0.0845018031089958,0.0985726809087324,280.47536661235
92,24.9209241382778,0.248628656832188,0.193439643135316,0.112794334071038,0.167019528810458,0.0823901094273638,0.113863027045473,0.0818647006781643,268.852199674126
93,19.8489236552268,0.174451425319054,0.221975364715946,0.157344085027893,0.165640292720623,0.0913629847698845,0.0942292986528399,0.094996548793759,231.90170345134
94,30.1480950461701,0.207691128991706,0.202975810842041,0.130821679544496,0.131955780091843,0.103597447885858,0.110133382504136,0.11282477013992,289.317730706574
95,21.9272453151643,0.229669246760539,0.257150113524805,0.10309441484966,0.117037159732211,0.103235917141545,0.103076299255969,0.08673684873527,195.017982521115
96,28.1552004022524,0.23924933733935,0.19756887757683,0.147514133529767,0.143296148250707,0.0945396511181984,0.0843096331149941,0.0935222190701538,178.524663012876
97,16.2314646923915,0.239542643912523,0.250446806400466,0.116554106783135,0.142859254429309,0.0725199627587553,0.0904215475615846,0.0876556781542278,169.033743149162
98,34.2107358807698,0.180220823923299,0.222658215899844,0.129529396527919,0.125301770004582,0.106467490977386,0.116542021895241,0.119280280771729,365.747118945336
99,24.1344023216516,0.213208037352874,0.204681072247322,0.132085024038081,0.158030484704077,0.0998020102753479,0.088877861499447,0.103315509882852,178.436557547029
